core_id,size_regime,window_idx,r0_px,c0_px,width_px,height_px,n_nuclei_in_window,density_per_mm2,tumor_overlap_fraction,selection_rule,notes
Core_C9,A,1,959,4015,253,253,336,20445.62,0.009999,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=485.92 c0_um=2034.39; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_C9,A,2,375,2015,253,253,308,18741.82,0.070303,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=190.01 c0_um=1021.00; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_C9,B,1,928,4112,128,128,99,23535.17,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=470.22 c0_um=2083.54; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_C9,B,2,1008,3976,128,128,97,23059.72,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=510.75 c0_um=2014.63; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D10,A,1,1671,4615,253,253,302,18376.72,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=846.69 c0_um=2338.41; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D10,A,2,2487,4583,253,253,288,17524.82,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1260.16 c0_um=2322.20; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D10,B,1,2536,4592,128,128,97,23059.72,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1284.99 c0_um=2326.76; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D10,B,2,1720,4664,128,128,96,22821.99,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=871.52 c0_um=2363.24; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D2,A,1,3735,2103,253,253,147,8944.96,0.941383,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1892.52 c0_um=1065.59; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D2,A,2,3911,3815,253,253,147,8944.96,0.552610,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1981.69 c0_um=1933.05; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D2,B,1,3584,968,128,128,59,14026.01,0.920898,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1816.00 c0_um=490.48; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D2,B,2,3944,3920,128,128,58,13788.28,0.539062,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1998.42 c0_um=1986.25; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D3,A,1,1359,1023,253,253,349,21236.68,0.001953,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=688.60 c0_um=518.35; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D3,A,2,1959,311,253,253,331,20141.37,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=992.62 c0_um=157.58; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D3,B,1,1360,1064,128,128,103,24486.09,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=689.11 c0_um=539.13; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D3,B,2,3488,2248,128,128,100,23772.9,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1767.36 c0_um=1139.06; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D4,A,1,2535,4247,253,253,365,22210.28,0.003640,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1284.48 c0_um=2151.95; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D4,A,2,431,2335,253,253,352,21419.23,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=218.39 c0_um=1183.14; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D4,B,1,576,2336,128,128,103,24486.09,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=291.86 c0_um=1183.65; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D4,B,2,2680,4272,128,128,103,24486.09,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1357.95 c0_um=2164.61; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D5,A,1,4407,2351,253,253,258,15699.32,0.553375,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=2233.02 c0_um=1191.25; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D5,A,2,4039,1575,253,253,229,13934.67,0.305035,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=2046.55 c0_um=798.05; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D5,B,1,3144,1352,128,128,75,17829.68,0.368164,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1593.06 c0_um=685.06; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D5,B,2,4488,2504,128,128,75,17829.68,0.728516,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=2274.06 c0_um=1268.77; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D6,A,1,3799,1927,253,253,233,14178.07,0.114812,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1924.94 c0_um=976.41; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D6,A,2,2183,2199,253,253,227,13812.97,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1106.12 c0_um=1114.23; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D6,B,1,2240,1032,128,128,72,17116.49,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1135.00 c0_um=522.91; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D6,B,2,3808,1968,128,128,71,16878.76,0.068359,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1929.50 c0_um=997.18; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D7,A,1,3879,767,253,253,398,24218.33,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1965.48 c0_um=388.64; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=detailed',)"
Core_D7,A,2,4135,1111,253,253,368,22392.83,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=2095.19 c0_um=562.94; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=detailed',)"
Core_D7,B,1,3936,936,128,128,117,27814.3,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1994.36 c0_um=474.27; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=detailed',)"
Core_D7,B,2,4056,760,128,128,110,26150.19,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=2055.17 c0_um=385.09; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=detailed',)"
Core_D8,A,1,3743,4295,253,253,314,19106.92,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1896.57 c0_um=2176.27; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D8,A,2,3887,3863,253,253,309,18802.67,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1969.53 c0_um=1957.37; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_D8,B,1,3504,4816,128,128,91,21633.34,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1775.47 c0_um=2440.26; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D8,B,2,3808,4296,128,128,91,21633.34,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1929.50 c0_um=2176.77; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_D9,A,1,3895,463,253,253,484,29451.44,0.326079,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1973.59 c0_um=234.60; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=detailed',)"
Core_D9,A,2,3943,1551,253,253,425,25861.28,0.363152,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1997.91 c0_um=785.89; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=detailed',)"
Core_D9,B,1,3992,520,128,128,171,40651.66,0.078125,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=2022.74 c0_um=263.48; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=detailed',)"
Core_D9,B,2,3864,432,128,128,147,34946.17,0.151367,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1957.88 c0_um=218.89; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=detailed',)"
Core_E3,A,1,2815,3991,253,253,319,19411.17,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1426.35 c0_um=2022.23; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_E3,A,2,3639,4039,253,253,288,17524.82,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1843.87 c0_um=2046.55; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_E3,B,1,2920,3984,128,128,89,21157.88,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1479.56 c0_um=2018.68; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_E3,B,2,3136,4120,128,128,89,21157.88,0.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1589.00 c0_um=2087.59; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_E5,A,1,1895,2111,253,253,145,8823.26,0.969379,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=960.19 c0_um=1069.64; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_E5,A,2,2687,3623,253,253,143,8701.56,0.086738,density_desc_nonoverlap_greedy,"('window_um_actual=128.1945 (nominal 128.0); r0_um=1361.50 c0_um=1835.77; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=127(>=half-window from edge);scheme=simple',)"
Core_E5,B,1,3272,3792,128,128,53,12599.64,0.265625,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=1657.91 c0_um=1921.40; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
Core_E5,B,2,1208,1664,128,128,52,12361.91,1.000000,density_desc_nonoverlap_greedy,"('window_um_actual=64.8573 (nominal 64.86); r0_um=612.09 c0_um=843.14; origin=top-left,x=col,y=row;count=cell centroids(excl Not_cells/uncategorized only),half-open [r0,r0+h)x[c0,c0+w);grid_step_px=8;margin_px=64(>=half-window from edge);scheme=simple',)"
