panel,umap1,umap2,cluster,label,cohort,cell_type,n_cells,n_cluster,n_type,expected,ratio_obs_over_exp,log2_enrichment,hypergeom_p,note,is_cand,setting,n_patients,ARI,AMI,NMI,purity_weighted,purity_balanced,ARI_boot_lo,ARI_boot_hi,AMI_boot_lo,AMI_boot_hi,NMI_boot_lo,NMI_boot_hi,purity_weighted_boot_lo,purity_weighted_boot_hi,purity_balanced_boot_lo,purity_balanced_boot_hi,bootstrap,patient_id,n_cand,n_oth,med_cand,med_oth,diff,arm,Ki67,CD31
A,9.234191,8.633839,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.205618,5.4961433,13.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.826043,9.198368,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.900389,7.612849,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3537515,3.6364312,0.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.6654671,3.4155383,0.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.59490263,8.664255,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.0410686,7.66977,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.591957,6.182954,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.970256,9.028368,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.1376616,5.228354,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.8848336,8.514762,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.3389914,8.074211,16.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.3728535,8.365972,16.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.7187076,7.8279037,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.1213505,3.2848039,9.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.6137455,8.503835,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.4235088,7.4152975,6.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.895246,9.158117,6.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.5102899,4.5321302,9.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.9990487,8.042063,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.1073363,6.923221,13.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.49701,7.3223906,16.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.027983064,7.1195726,2.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.7820436,9.446257,3.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,10.036328,7.474706,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.339217,5.9228196,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.39426318,8.570592,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.397961,6.899485,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.25614554,7.824577,3.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.1108294,7.778795,6.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-1.1605605,7.9677563,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.2029195,6.6970444,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.0836403,9.679446,3.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.58860666,5.0003743,14.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.75795,9.538247,3.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.864483,8.538785,19.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.281291,10.766911,8.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.3868985,4.64335,7.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.7089603,5.335424,2.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.688092,9.922567,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.2286649,6.156227,13.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.830226,6.173753,16.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.494049,5.845136,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.4935596,7.593379,6.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.0585952,10.881928,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.690022,7.289589,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.6611147,8.945734,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.404975,7.9002476,11.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.5116332,7.26557,13.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.568591,9.26069,3.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.9183993,9.493482,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.9400802,9.155493,3.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.3864615,9.222277,6.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.44397768,9.337293,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.49812722,4.143084,9.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.5065553,2.5002542,17.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.89707017,8.81622,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.4266186,5.249054,7.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.290393,8.085875,3.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.488576,8.3125925,11.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.0615861,9.721936,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.234886,4.9038167,7.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.2363275,4.883447,0.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.22985,8.256641,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.073613,6.8934007,16.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.641438,5.7099414,14.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.2543564,8.282569,6.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.1127586,8.797712,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.5802138,3.6140962,7.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.3204975,9.207464,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.51444,7.0413465,16.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.911792,7.34526,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.850935,5.1244316,13.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.5156015,7.7287617,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.34591118,8.609192,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.6470443,9.4025,3.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.541849,5.536722,1.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.9805694,4.3853292,7.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.0131679,6.6060104,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.3198633,8.297445,6.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.0946802,7.118177,18.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.074376,10.939062,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.42858082,5.73328,2.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.97599125,5.125664,14.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.7341766,3.7430277,0.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.01823,6.4198313,16.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.514118,7.6299653,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.20357992,4.055847,5.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.0029409,6.399712,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.544345,5.0554576,9.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.035202,4.732845,7.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.7622191,4.1692257,5.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.1531868,4.67739,7.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.3114061,11.000357,4.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.05893,2.6102836,17.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.66023755,8.411897,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.6566361,7.5756493,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.9298065,3.2466764,7.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.7869444,7.866121,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.9121156,8.363339,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.960196,6.531422,18.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.89788765,5.6249213,14.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.5249305,4.3949127,7.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.9163568,5.265791,18.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.4139202,2.9438071,0.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-1.1902032,6.6436796,2.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.2527792,10.893345,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.4145088,9.281064,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.6973531,2.9217496,5.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3838418,6.062819,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.803014,8.440023,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.8478956,9.342941,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.842476,6.3754444,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,10.5916195,6.3578186,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.444639,6.6833873,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.5916147,11.637604,8.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.046633,3.419736,7.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.654238,7.8233895,16.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3556224,7.4496484,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.85466766,3.833676,5.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.4729495,3.3224163,17.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.9339397,10.584368,15.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.258421,9.362028,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.0691776,6.2446547,16.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.659919,7.7184844,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.5780942,7.5326467,11.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.296978,8.989049,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.0361915,7.132081,16.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.6476455,11.952897,18.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.3337615,11.086503,4.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3755171,9.567102,3.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.094955,8.532001,11.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.8338802,6.0835657,13.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.0985065,9.637862,3.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.1500719,7.385058,6.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.8654773,9.003604,16.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.0613933,9.802557,8.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.3577135,7.844332,16.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.596024,2.5106502,17.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.33409896,6.07282,2.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.322224,6.3211884,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.1107795,10.857492,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.9895747,3.796345,17.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.8746815,4.5665593,9.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.4019175,9.401461,8.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.5067264,5.1069527,13.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.184189,8.854799,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.781755,8.221534,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.1538055,2.8855317,9.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.9927437,7.5671773,16.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.9590435,7.8553815,11.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.4052835,2.1202774,17.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.007984054,8.810926,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.054763,8.704598,3.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.721127,8.864834,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.7484467,7.2374334,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.112528704,4.04125,5.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-1.2357613,4.5976067,5.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3449053,7.103648,13.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.4603374,3.713432,7.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-1.1087658,3.9117522,5.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.5663795,11.28696,8.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-1.0782102,8.596054,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.024113,2.6902792,0.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.0975765,8.451939,19.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.05092,8.593783,6.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.4634447,8.605835,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.9794514,3.9106827,7.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.355959,8.3762455,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.455488,3.1903272,17.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.5011175,8.043371,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,10.004078,7.2638006,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.262186,6.4324336,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.7827332,7.194593,13.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.815724,7.8078523,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.7221153,10.8695135,4.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.575334,7.4516654,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.25943,9.63185,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.3720312,3.336231,7.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.295361,8.1241455,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.9526834,6.179135,13.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.903806,8.545998,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.512483,6.082904,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.2030795,7.5019245,13.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.1180365,3.0602477,9.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.8429348,8.87773,6.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8.694364,8.143774,1.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.95902497,7.1926107,3.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.1308942,4.8351855,0.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.2939172,8.483532,6.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.0517642,2.742827,17.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.21301594,6.934622,2.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.1478996,7.371315,16.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.155307,9.970179,8.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.6412573,6.551046,16.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.5261519,6.63645,14.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3023357,3.1116338,9.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.9218905,2.3112376,17.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.1808265,8.3746605,3.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.7297316,9.008301,18.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.017694015,5.7401824,14.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.0806122,9.453772,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.4467847,5.8730006,18.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.5142717,8.221618,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.5946229,9.096274,6.0,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.901346,4.788034,10.0,CD8 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,9.720238,5.681287,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.672972,11.606365,8.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,10.208996,6.3479724,10.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.52539,5.528884,13.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.1452358,10.183987,4.0,Fibroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1.3270056,1.8458159,17.0,CD4 T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.14625981,5.7218604,14.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3.6890955,3.7033594,7.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.91162187,3.9802186,0.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.98531395,4.118427,5.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.4529139,5.480754,2.0,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,5.2954454,9.006171,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,2.2455106,7.156888,13.0,Myeloid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.4422793,10.402546,8.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,7.387273,8.08579,19.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.49927852,9.023933,12.0,Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,4.957059,8.628965,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,6.813773,8.285938,15.0,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
