panel,umap1,umap2,cluster,label,cohort,cell_type,n_cells,n_cluster,n_type,expected,ratio_obs_over_exp,log2_enrichment,hypergeom_p,note,is_cand,setting,n_patients,ARI,AMI,NMI,purity_weighted,purity_balanced,ARI_boot_lo,ARI_boot_hi,AMI_boot_lo,AMI_boot_hi,NMI_boot_lo,NMI_boot_hi,purity_weighted_boot_lo,purity_weighted_boot_hi,purity_balanced_boot_lo,purity_balanced_boot_hi,bootstrap,patient_id,n_cand,n_oth,med_cand,med_oth,diff,arm,Ki67,CD31
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0527077020725155,1.54186758759212
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0189744317680655,1.58058624319333
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0712431286966391,2.27697776613663
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0487611626698585,1.36979207181942
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0215475115638522,1.7028174255377
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0222087100955847,2.65478750138575
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0344759285928006,0.263022844198022
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0975793991129679,1.02866594054447
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,0.575866098562864
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0187506211409853,1.24202841139872
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0499791900693487,2.37085226597231
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.128264046860563,2.29594194282334
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0704730203530525,1.25916973549164
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.145676979926776,2.3429110369931
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.128790129955428,1.7533971094605
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,2.0586626004885
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.088541997875182,1.91906694301243
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.881006322277613,1.75457015830047
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.101603923450369,1.44381287226652
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0562728087979859,1.97660118840143
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.117143236822529,1.47104805083235
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0453011617881813,1.73980427297507
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0694523654867583,2.52917600409998
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.169107420323017,1.11083510955451
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0818571036434026,0.613567075540491
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0813348753804225,1.69448185639543
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,2.07148301931214
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.126363613737037,1.85271524631742
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.170406505596393,1.15294158476691
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.83528731532393
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.109810278868789,1.63413396188455
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,1.0756682466821,1.4135110411929
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0347562365722628,1.08567702742761
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.549621467822459,1.75828540212772
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0621781034505641,1.06118674539324
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.809705680830181,0.749884633287169
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.389850663721543,1.03487012935795
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.174636768201461,1.04061506342658
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0666173824555529,1.71761225760501
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.187963336643795,1.72054205420256
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,0.797135789670142
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.248728869577844,1.96050820464963
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.250080360821031,1.17659689280471
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0587896585214022,1.2197037968108
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.466888459541353,0.773431297618899
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0873087123315651,0.686019209308893
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0425171856048143,0.602803163872639
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.694295526284012,0.173270586024307
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.18716467347264,1.40209910731987
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0243878263219315,1.49016410873745
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.187482225735615,0.322355884819149
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0720618663129032,0.564699162088612
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.101606260336379,1.33773432654081
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.373827531607746,1.697834011342
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.59329708198921
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.134745548782782,1.02926021001225
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,0.30101695828084
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.082603242916702,1.18743725790052
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0799149114944968,0.95959111670669
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.156901241284151,0.937385200317753
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0169349099765449,1.57222577617423
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.112268564951021,0.751909124385273
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.304841063957278,2.52415340804295
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.25400028467692
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0751624663963858,2.43444362933684
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,0.410261437769702
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0666173824555529,1.91490110616946
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0538049717873213,2.15010637727754
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.128418124498142,1.80974482354837
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.147471693920034,1.24128512043618
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0897050242961295,1.81568364019272
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.95551868024099,1.94663583934282
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.145309220106779,1.65930837464204
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,0.932600354366049
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0832371828841865,1.71977884977672
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.151945076129426,2.20880050014895
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0669135899047421,1.0129603026711
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,1.19859268158081,1.02965656726192
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.425829209949355,1.46877913033454
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0802482797109979,1.54109790348062
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.672151446520666,1.52135040244455
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.179693002116575,0.845511836311644
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,2.01350983427427,0.971298188565417
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0384520621405601,1.91421668000942
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.158801571886812,1.11932905599057
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.168640166772385,1.56464537909407
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0611627503167169,1.00340587331521
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0288340084584814,1.76516539663822
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0612261818528741,0.835293879515239
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.119023105037268,1.41789862450609
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0729269880268155,1.54615220505742
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.103282354830011,1.02431110109094
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.162243194784576,0.76189858548486
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.100955305625839,1.59388899973129
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0756820137348425,2.16385390639688
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0751129950292067,1.43962241993802
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.112905441632607,1.37186111340353
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.274481351003722,1.21820535788361
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0868473069132415,0.903908790821385
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0222203936390616,0.85932420965451
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0955442941738313,2.06071326431063
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0656822425393382,0.795008038084436
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.254697450408566,0.761609675458697
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.62643161039174
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0899396184647296,1.56776390099673
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0602144332861484,1.11813128898624
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.110481138032976,1.60234084546375
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.068361756359874,0.838440689085217
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0533138380360033,0.844903263128248
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0322524726034283,0.914016271867746
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.184987400084883,0.822036783306482
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0321282475531166,1.17085004912111
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0199998535502449,1.21373723559362
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0323981392259869,0.813734204640911
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0363245579451605,1.92386686697035
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0415486976834213,1.2975325471531
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.115191334108826,2.47108179092754
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.40247767803759
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0808680504574278,1.42746766404209
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0370285747157479,2.17530550228294
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0385824595310319,2.52283610271027
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.096804093683962,2.45390107478734
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.109880146976211,1.84190045373808
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.114638110129982,1.88366213195513
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0290516922635356,2.01673845670496
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.1670359888546,1.56590094727844
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.105082174632836,0.950264385179191
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.311316708325041,1.76360053735565
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.212337017211043,1.45819628205295
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0462939017321884,0.647136587248131
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.110627193997263,1.36171343823168
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0458571334329603,1.60451523110969
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0555720733277675,1.09012433422462
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0500907043058836,0.557581706624843
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0263127530480207,1.21552061435121
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.179556415670937,1.13497139016264
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0884131933978523,1.3713166632312
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0222203936390616,1.00209264281975
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.14501989059187
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0335690727237201,0.861587990614041
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.63770693681214
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.136762229700848,1.17619097627107
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0587448355700217,1.60889842130247
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0246888498108574,1.78300256873582
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,2.61489096536918
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.055299016355804,1.47737263208371
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0904459870693063,2.12040829514273
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0391623542244342,1.16467936828258
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.158675879168622,1.07562388056112
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.294785108993318,2.13541746273245
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0629192731461588,1.762247138448
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0713679718762115,0.794035297799781
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.237247480716092,2.88332558129757
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,candidate_cluster,0.0255264080066392,1.04152220767717
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0382583978154401,1.58646238303336
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.174348621343293,2.18606036947886
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.4604297877905
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.122949996051149,2.10532092774154
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0713679718762115,1.98111465024177
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0469895450025289,2.40202800946431
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0799149114944968,1.4289105917176
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0370285747157479,1.20764853197272
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.227051778426981,2.48983314151342
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0632529836614904,0.81163164406817
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.118850244450475,1.22579014878267
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0964407812923268,0.611982134053189
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.144702300433663,2.39714936946634
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.87794328789434
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0713679718762115,3.64270509765828
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0196065869248012,1.72696476156993
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.175342294032424,1.32588835668208
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.06390579914599,1.4899877748188
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0646092280592903,2.13025354856135
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.02747745873271,1.47539209737776
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,2.06274906787167
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.132052591463385,2.0328522500571
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.087737277453298,2.37899245715137
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0,1.41662598962929
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0539541966564298,2.13287287159827
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0796115277718015,2.26797234013096
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.150958426168427,2.22004554070279
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.106125674512011,0.552791475794497
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0587896585214022,1.87495411385175
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.119892649879966,1.8539938488842
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0370285747157479,1.05080905833709
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0526073102125164,1.51094300011356
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0960815876718599,1.14400349302997
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0188668052152285,1.24098167230392
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0370285747157479,1.10884409439529
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0942039336476275,0.650044037146062
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.146632596747967,2.27207853290407
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.682515025913631,1.34519322678826
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0606679827183731,0.659425639902016
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.125518342072598,2.0863392733775
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.174777383230893,2.04111559797221
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.085788118839872,1.26714690486249
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.116638303363492,1.23983847755025
E,,,,,UOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC05,,,,,,other_clusters,0.0487611626698585,2.1502686561214
