umap1,umap2,cluster,label
6.106744,5.8000364,9,Tumor
0.85337067,3.3837664,9,Myeloid
-0.10337107,4.618546,5,Myeloid
0.17564756,4.0459113,9,Myeloid
3.1599839,5.709992,7,Fibroblasts
2.3114295,9.28793,3,Tumor
10.227551,6.3579187,10,Tumor
7.0430665,7.4175587,1,Tumor
1.6881417,2.4222023,9,CD4 T cells
2.347737,7.870633,6,other
-0.044040933,5.5539055,14,Tumor
9.135187,7.305627,10,Tumor
7.857803,6.971189,1,Tumor
4.292262,5.679319,7,Fibroblasts
2.4880483,10.32385,4,Tumor
3.9579878,4.84794,7,CD4 T cells
2.3434463,7.464267,6,Vessel
3.6054616,3.332183,7,CD4 T cells
3.1075747,7.845564,16,CD4 T cells
3.0068297,7.9097776,16,other
8.9404955,7.8103294,11,Tumor
7.645497,7.1768174,1,Tumor
3.390338,9.883318,6,Fibroblasts
3.420151,4.819134,7,CD8 T cells
5.9130793,6.713457,15,Tumor
7.200662,7.9333205,19,Tumor
9.184726,7.482436,19,Tumor
9.138228,5.137452,10,Tumor
3.0230224,9.361404,16,Fibroblasts
1.5856265,5.016714,9,Myeloid
9.46856,7.05015,10,Tumor
9.348825,5.189325,10,Tumor
3.52186,10.429422,4,Vessel
9.578284,7.54143,10,Tumor
7.171087,5.4044433,1,CD8 T cells
0.6609839,5.209647,14,B cells
4.1042767,7.052007,16,Fibroblasts
1.1172985,6.947193,14,other
1.2950202,3.101544,9,Myeloid
3.2432103,8.649086,6,other
8.316113,7.641952,1,Tumor
4.200199,3.9708211,7,CD8 T cells
0.5452412,7.9545445,3,other
8.649348,6.385367,1,Tumor
0.00833285,7.381622,2,Vessel
1.5081917,5.4401693,0,Vessel
10.2573185,5.385802,10,Tumor
1.1572522,5.7920957,13,CD4 T cells
3.973945,8.916021,15,Vessel
1.7974696,7.7177234,13,Fibroblasts
2.0167093,2.937522,0,B cells
8.566081,6.9303746,1,Tumor
2.0781825,2.507524,17,B cells
2.2061412,10.36436,4,Fibroblasts
0.13619436,6.1239276,14,Fibroblasts
8.219102,5.0969076,10,Tumor
3.15138,9.312776,6,Fibroblasts
2.2282937,5.9033637,13,B cells
6.081351,9.521469,15,Tumor
2.6394985,6.717452,16,CD4 T cells
-0.6638892,7.926056,12,Vessel
2.5574055,4.655208,7,Vessel
7.459779,7.974423,11,Tumor
7.5432043,8.438291,19,Tumor
2.2432716,10.61479,16,other
1.7351384,7.066418,13,Vessel
2.9173272,3.8703744,7,CD4 T cells
1.5547897,4.5578046,9,Myeloid
5.2194595,7.338569,11,Vessel
2.2848542,10.566,4,other
1.7130085,7.587495,6,Vessel
-0.99574566,8.2220125,12,Vessel
1.9693425,9.799128,3,Tumor
7.705486,9.486876,19,Tumor
1.8772241,8.714101,3,CD4 T cells
2.765687,10.473304,4,Fibroblasts
3.4222357,9.249834,6,other
6.290546,8.209425,19,Tumor
9.90012,5.9738784,10,Tumor
-0.44535756,9.210091,12,Vessel
5.279759,11.864328,18,CD8 T cells
0.4195907,9.002149,12,Vessel
0.22315042,5.918495,14,Myeloid
-0.022605235,4.299796,5,CD4 T cells
7.808957,7.381443,19,Tumor
3.7816644,9.245837,4,CD8 T cells
5.4871807,10.728935,8,Vessel
7.9013987,7.6523943,19,Tumor
-0.67990327,3.7902286,5,B cells
1.0820378,2.85232,9,Myeloid
8.060924,8.622707,19,Tumor
3.4928765,7.553324,16,Fibroblasts
2.4912684,9.003057,3,Myeloid
2.2797759,10.060624,4,Fibroblasts
7.3230715,7.200788,11,Tumor
2.612568,6.9094605,16,Vessel
0.2768642,4.722789,14,Myeloid
4.891258,7.803524,6,Vessel
3.767351,7.773682,6,other
3.21075,4.915003,7,B cells
0.08508877,5.270029,14,Myeloid
0.077761374,5.05706,13,CD4 T cells
1.8497022,8.169145,13,Fibroblasts
-0.6019991,8.366657,12,Vessel
1.5293856,6.535954,13,Vessel
2.7488732,6.028748,18,Fibroblasts
8.960686,6.3093038,1,Tumor
-0.5538779,4.8713894,5,Vessel
2.316276,10.058033,4,Fibroblasts
3.4201174,5.3398356,18,CD4 T cells
9.303171,5.1574106,10,Tumor
0.7117907,7.0697155,2,Vessel
8.129593,8.119958,19,Tumor
8.205599,8.211942,11,Tumor
1.2713361,8.63336,8,Vessel
7.2472258,4.6139355,17,Tumor
-0.645696,6.6043158,2,Vessel
2.34686,6.6289887,13,Fibroblasts
9.154151,5.810568,10,Tumor
2.6569486,9.902589,4,Fibroblasts
3.639453,4.7758193,7,CD4 T cells
6.595754,8.22416,19,Tumor
3.3585277,6.459563,6,CD8 T cells
6.346977,4.805356,17,CD4 T cells
1.0697572,5.608248,0,Vessel
2.9271157,6.635328,13,Myeloid
1.0832325,2.697448,9,Tumor
2.930274,10.104648,4,Fibroblasts
2.0724664,10.471262,4,Fibroblasts
3.9307153,7.972916,4,Fibroblasts
8.335397,8.8758,19,Tumor
3.3346317,7.306983,16,Fibroblasts
2.7003863,3.9224122,7,CD4 T cells
-0.7462368,6.0706444,2,Vessel
3.2109587,5.6187243,7,CD4 T cells
-0.37825882,5.004011,0,Vessel
8.104747,7.989486,19,Tumor
2.4009438,11.300636,4,Fibroblasts
9.019496,8.063325,11,Tumor
4.938421,7.0102863,11,Vessel
6.397477,7.010801,13,Tumor
4.336124,5.822404,16,CD4 T cells
2.2440825,7.047908,13,CD4 T cells
-0.3524547,3.417525,5,CD4 T cells
7.3419037,6.571464,1,Tumor
0.42212078,7.856639,3,Vessel
2.043438,3.7740743,0,Vessel
7.1590915,4.78555,18,CD8 T cells
0.63444066,6.774123,14,Myeloid
1.1347613,5.3010607,13,Vessel
-0.08661741,3.6623857,5,B cells
-0.7156617,8.441248,12,Vessel
0.6413257,4.212987,0,Myeloid
4.1773086,7.8911986,16,CD4 T cells
9.271324,8.506802,19,Tumor
2.0972986,10.350493,4,Fibroblasts
3.554475,7.5474887,13,Fibroblasts
3.7971978,4.643762,7,CD4 T cells
3.4543812,10.409543,4,Vessel
-1.130399,3.816682,5,Myeloid
3.409873,9.260593,4,other
0.9364241,3.5221443,9,Myeloid
2.8821638,7.685829,6,CD4 T cells
2.2452059,3.6398776,0,B cells
-0.36863312,7.3017807,2,Vessel
3.2215316,1.4646376,17,CD8 T cells
3.577499,8.988702,6,Vessel
3.7721412,11.772915,4,Tumor
1.3572769,9.131978,3,Vessel
0.013371235,7.305945,2,Vessel
2.545274,5.2385116,13,Myeloid
1.5898083,4.009674,9,Myeloid
5.0033903,8.832174,6,Tumor
6.6958833,6.976105,1,Myeloid
3.5617518,6.9214416,16,other
4.1378446,6.603178,16,CD8 T cells
3.2027526,5.8941445,13,CD4 T cells
6.9381075,6.3670673,1,Tumor
8.94263,7.007483,1,Tumor
2.8974855,6.1318603,13,CD4 T cells
4.172689,4.878397,7,CD8 T cells
4.080037,6.5461965,6,Vessel
3.7750635,4.3421097,7,CD4 T cells
9.004887,7.2174087,10,Tumor
3.7844956,5.0064945,7,Myeloid
4.04889,6.2019286,16,CD8 T cells
8.134382,4.7608705,17,Tumor
-0.23434281,7.4793544,2,Vessel
3.331437,3.4309263,7,CD4 T cells
-0.51057875,5.253184,14,Tumor
4.62239,9.313155,15,other
0.09453287,8.220443,12,Vessel
7.432459,4.565159,17,CD8 T cells
6.8443365,8.754493,15,Tumor
7.4819236,10.557771,10,Tumor
3.326721,4.9024224,13,CD4 T cells
2.9812899,6.131631,16,B cells
1.2810143,3.8825653,0,Myeloid
0.9335081,2.8211446,9,B cells
8.968766,5.421907,10,Tumor
-0.1407836,8.878566,3,Vessel
9.232358,7.5849643,10,Tumor
-0.34131426,8.79658,12,Vessel
7.584088,7.455455,1,Tumor
0.9981129,7.420946,13,other
0.8285183,3.952458,0,Vessel
3.1891513,6.2549605,16,Myeloid
0.9251276,3.0577488,9,Myeloid
1.9823388,8.785378,15,Fibroblasts
1.368674,3.3098466,9,Myeloid
6.8503585,7.3390703,11,Tumor
8.709122,5.6990833,1,Tumor
10.43359,6.3766203,10,Tumor
-0.56403106,7.449886,2,Myeloid
3.1630635,6.6975737,18,Tumor
3.965174,4.910667,7,other
2.7196333,7.7211437,16,Fibroblasts
1.9909979,4.4629903,9,CD4 T cells
8.980911,5.970387,1,Tumor
0.8380014,4.765562,0,Vessel
6.8209705,5.321912,1,CD8 T cells
1.8572432,3.0501447,0,CD4 T cells
3.9870887,9.673216,6,Fibroblasts
9.455835,6.6419096,10,Tumor
6.516002,8.618546,15,Tumor
-0.09577369,4.718462,5,Myeloid
0.6539843,3.7066739,0,Vessel
3.3924222,5.66587,7,CD4 T cells
7.198453,5.1097865,7,CD8 T cells
9.341522,6.3685775,10,Tumor
3.7484822,9.026977,6,Fibroblasts
8.222849,8.655596,19,Tumor
7.9684625,8.633861,19,Tumor
2.632086,9.616731,4,Fibroblasts
2.3102767,4.7833076,9,Tumor
-0.8946475,7.4847655,2,Vessel
4.4943833,6.504453,16,Fibroblasts
2.2705667,8.303342,6,Vessel
2.274639,9.495128,3,Fibroblasts
3.4782825,4.173519,18,CD8 T cells
4.271648,5.7593718,18,CD8 T cells
3.507081,10.283705,4,Fibroblasts
3.6731544,3.27391,7,Vessel
8.130514,8.404131,11,Tumor
2.3194993,3.992279,0,CD8 T cells
1.2868658,7.6505456,11,other
5.360123,10.475023,8,Myeloid
2.3029916,9.0671625,4,other
1.4739676,2.4113588,17,Myeloid
8.518601,7.5100284,1,Tumor
2.9154003,6.3102527,13,Myeloid
3.8491337,7.2965164,16,other
4.1614013,4.6931624,7,CD4 T cells
1.9425844,10.778724,4,other
1.2046939,5.4893064,0,Vessel
0.14659573,8.784433,12,Vessel
7.9115195,8.046188,19,Tumor
3.460949,3.8572865,7,B cells
8.055412,6.454174,1,Tumor
3.032293,11.119053,4,Fibroblasts
4.6588035,11.387875,8,Fibroblasts
5.3839064,6.151301,9,Tumor
-1.0139619,7.7956114,12,Vessel
2.70731,7.280811,8,Tumor
0.6024159,9.669566,3,Vessel
9.941609,5.9551563,10,Tumor
4.5656414,9.251317,15,Tumor
0.8606485,3.51958,9,Myeloid
6.423322,9.088032,15,Tumor
2.8539557,2.6058593,17,CD4 T cells
2.054134,3.631513,9,CD4 T cells
4.093279,4.1746097,7,CD8 T cells
0.9464624,3.7371523,0,Vessel
1.050586,3.0824604,9,Myeloid
2.5312667,7.5323977,3,B cells
7.146809,10.741988,8,Tumor
2.819607,4.4624724,7,CD4 T cells
-0.6846449,4.5345235,5,Tumor
6.1607223,7.2627826,16,Tumor
2.8196216,8.391066,6,CD4 T cells
3.4672918,6.2920885,16,B cells
5.7140856,11.220494,8,Fibroblasts
2.624239,2.7062542,17,CD4 T cells
2.2582889,2.5112896,17,B cells
4.3662624,6.424195,16,other
2.7112646,4.6598854,0,B cells
-2.0191147,7.560341,12,Vessel
-0.63777643,6.379661,2,Vessel
8.099528,8.929213,19,Tumor
2.554334,8.451495,6,Fibroblasts
9.111155,6.2711844,1,Tumor
0.10328773,8.968802,12,Vessel
2.5036676,9.429111,3,Fibroblasts
7.375571,7.962571,19,Tumor
5.354129,11.289542,8,Vessel
-1.3990642,6.4563966,2,Vessel
3.4060488,10.262884,4,other
9.756341,7.2849145,10,Tumor
3.631367,9.449887,6,Vessel
2.585929,6.5918574,13,Myeloid
7.2626157,6.561009,1,Tumor
0.6521853,4.405255,9,Myeloid
10.08678,6.474345,10,Tumor
2.1469903,10.205182,4,Fibroblasts
3.2502413,1.8424236,17,CD4 T cells
-0.089762874,4.1259828,5,B cells
9.483257,5.546923,10,Tumor
1.1385049,9.075791,3,Myeloid
3.811317,3.1446235,7,CD4 T cells
0.3438196,4.917911,14,Myeloid
8.012065,5.138939,10,Tumor
2.1671603,11.244634,4,Fibroblasts
1.5827676,3.3026547,9,CD8 T cells
7.6275535,6.5325437,1,Tumor
1.7812222,9.417943,3,Fibroblasts
0.076541685,8.537263,12,other
3.2827759,7.259013,13,CD8 T cells
2.8181632,3.4311876,7,Myeloid
0.3184041,3.3253996,2,Myeloid
7.590514,8.48887,19,Tumor
5.7350764,11.235007,8,other
9.621725,7.672689,11,Tumor
7.5986967,7.62244,1,Tumor
4.0365973,7.113709,16,CD8 T cells
9.788599,5.8588715,10,Tumor
6.6564775,8.103872,1,Tumor
3.0902457,2.054087,17,CD4 T cells
4.656567,11.107386,8,Fibroblasts
2.431233,5.2529726,13,Myeloid
3.858621,5.3342094,7,CD8 T cells
2.364561,2.0329757,17,B cells
3.8159468,4.2732487,7,CD4 T cells
1.1045753,4.303786,0,Vessel
8.161027,7.501183,1,Tumor
1.095781,3.6749642,9,Myeloid
7.519757,7.721741,1,Tumor
2.5841677,8.91723,4,CD4 T cells
6.9653664,10.53915,8,Tumor
7.4571958,8.481412,19,Tumor
2.060481,6.3315196,13,Vessel
1.768215,7.0610995,3,Fibroblasts
2.8859148,10.279489,4,Myeloid
0.5976045,4.9479814,14,Myeloid
2.1239312,10.307766,3,Tumor
7.0849266,10.558722,8,Tumor
6.7979817,5.2676888,7,Tumor
3.5363278,6.577514,16,Fibroblasts
-1.202215,6.71655,2,Vessel
8.715636,6.032981,1,Tumor
-0.80963874,7.3723793,2,Vessel
1.0248364,3.9939559,9,CD4 T cells
0.12885898,8.9122715,12,Tumor
2.3202715,3.2447927,9,CD8 T cells
-1.3130792,4.770429,5,Vessel
1.7666669,3.4834018,9,Myeloid
-0.83662266,7.139876,2,Vessel
1.4284813,5.4632983,0,Vessel
2.1628053,8.853568,3,CD4 T cells
-0.27316782,4.2811627,5,CD4 T cells
7.572257,5.9150333,10,Tumor
0.7960964,5.7882285,14,Myeloid
2.5232925,6.687803,13,Vessel
7.0167265,4.796857,7,CD8 T cells
7.418635,10.6617155,10,Tumor
4.1752715,6.141423,16,CD8 T cells
2.3796318,5.04616,7,CD4 T cells
3.1026902,9.376544,4,Vessel
7.629434,5.549193,1,CD8 T cells
2.7605243,4.0854883,0,B cells
2.519416,6.6504083,16,Myeloid
3.81644,7.9301543,16,CD8 T cells
8.78431,5.5435133,10,Tumor
1.3662214,4.3734655,9,CD4 T cells
2.498602,9.137471,6,Fibroblasts
2.9890673,7.4587,6,CD4 T cells
7.8908124,8.261375,19,Tumor
0.98132265,6.84329,13,Vessel
4.009987,5.405584,7,CD8 T cells
1.4082316,7.8519673,4,Fibroblasts
6.965337,8.867934,15,Tumor
1.4242043,6.9934745,6,Vessel
8.36872,6.0897746,1,Tumor
2.662721,8.28138,6,Fibroblasts
6.588134,6.4908266,9,Tumor
1.6942477,8.934526,3,Vessel
8.25099,8.271817,19,Tumor
3.1048095,10.298968,4,Fibroblasts
2.0695047,8.011563,6,Vessel
2.8744926,8.316546,6,other
2.4683177,5.3864636,13,B cells
6.64093,8.683024,15,Tumor
3.5280926,3.5250928,7,CD4 T cells
2.3409476,2.5692053,17,Vessel
2.6731992,4.6094356,7,CD4 T cells
0.79959744,8.021823,6,Myeloid
9.147225,7.888539,11,Tumor
2.7837842,10.87626,4,Fibroblasts
-0.84163266,3.9352598,5,Myeloid
-0.95268244,5.5960765,2,Vessel
3.3965676,8.492045,16,Fibroblasts
7.541439,7.2186203,1,Tumor
7.8851867,7.899239,11,Tumor
-1.7482361,5.964813,2,Vessel
2.0212362,8.494662,6,Fibroblasts
6.9218683,8.909844,15,Tumor
2.3227098,5.626797,13,CD4 T cells
3.085754,9.355032,16,Fibroblasts
0.95711607,6.977181,11,Vessel
9.356496,7.814463,10,Tumor
2.7051291,8.171081,16,other
2.7190964,8.594729,6,Vessel
2.4939108,1.8085496,17,B cells
-1.2723581,6.6353745,2,Vessel
2.421798,1.36093,17,CD4 T cells
2.1621332,9.632398,3,Fibroblasts
1.1038176,6.2618847,9,Vessel
1.4488118,2.178641,17,CD8 T cells
1.9016533,5.9877305,14,Tumor
9.234191,8.633839,19,Tumor
2.205618,5.4961433,13,CD4 T cells
7.826043,9.198368,19,Tumor
6.900389,7.612849,1,Tumor
1.3537515,3.6364312,0,Myeloid
1.6654671,3.4155383,0,Vessel
-0.59490263,8.664255,12,Vessel
5.0410686,7.66977,13,Vessel
7.591957,6.182954,1,Tumor
7.970256,9.028368,19,Tumor
1.1376616,5.228354,13,Vessel
3.8848336,8.514762,6,other
3.3389914,8.074211,16,other
3.3728535,8.365972,16,Fibroblasts
7.7187076,7.8279037,19,Tumor
1.1213505,3.2848039,9,CD4 T cells
1.6137455,8.503835,6,other
1.4235088,7.4152975,6,Vessel
2.895246,9.158117,6,Tumor
1.5102899,4.5321302,9,Myeloid
5.9990487,8.042063,15,Tumor
3.1073363,6.923221,13,other
3.49701,7.3223906,16,Vessel
-0.027983064,7.1195726,2,Vessel
0.7820436,9.446257,3,Vessel
10.036328,7.474706,10,Tumor
7.339217,5.9228196,10,Tumor
-0.39426318,8.570592,12,Vessel
7.397961,6.899485,1,Tumor
0.25614554,7.824577,3,Tumor
2.1108294,7.778795,6,Myeloid
-1.1605605,7.9677563,12,Vessel
1.2029195,6.6970444,13,Vessel
2.0836403,9.679446,3,CD4 T cells
0.58860666,5.0003743,14,CD8 T cells
0.75795,9.538247,3,Vessel
6.864483,8.538785,19,Vessel
6.281291,10.766911,8,Tumor
2.3868985,4.64335,7,CD4 T cells
-0.7089603,5.335424,2,Vessel
2.688092,9.922567,4,Fibroblasts
3.2286649,6.156227,13,Tumor
3.830226,6.173753,16,other
2.494049,5.845136,13,Vessel
2.4935596,7.593379,6,CD4 T cells
3.0585952,10.881928,4,Fibroblasts
9.690022,7.289589,10,Tumor
6.6611147,8.945734,15,Tumor
9.404975,7.9002476,11,Tumor
2.5116332,7.26557,13,Fibroblasts
1.568591,9.26069,3,Fibroblasts
6.9183993,9.493482,19,Tumor
1.9400802,9.155493,3,other
2.3864615,9.222277,6,CD4 T cells
-0.44397768,9.337293,12,Vessel
0.49812722,4.143084,9,Myeloid
2.5065553,2.5002542,17,CD8 T cells
-0.89707017,8.81622,12,Vessel
4.4266186,5.249054,7,CD8 T cells
6.290393,8.085875,3,Tumor
8.488576,8.3125925,11,Tumor
3.0615861,9.721936,6,Fibroblasts
4.234886,4.9038167,7,other
1.2363275,4.883447,0,CD4 T cells
8.22985,8.256641,1,Tumor
4.073613,6.8934007,16,other
5.641438,5.7099414,14,Myeloid
3.2543564,8.282569,6,Tumor
4.1127586,8.797712,6,other
3.5802138,3.6140962,7,CD8 T cells
5.3204975,9.207464,15,Tumor
3.51444,7.0413465,16,CD8 T cells
8.911792,7.34526,1,Tumor
2.850935,5.1244316,13,CD4 T cells
1.5156015,7.7287617,6,Fibroblasts
0.34591118,8.609192,12,Vessel
1.6470443,9.4025,3,other
7.541849,5.536722,1,CD8 T cells
3.9805694,4.3853292,7,CD4 T cells
2.0131679,6.6060104,13,Vessel
3.3198633,8.297445,6,Myeloid
1.0946802,7.118177,18,Tumor
3.074376,10.939062,4,Fibroblasts
-0.42858082,5.73328,2,Vessel
0.97599125,5.125664,14,CD4 T cells
1.7341766,3.7430277,0,B cells
4.01823,6.4198313,16,other
7.514118,7.6299653,19,Tumor
-0.20357992,4.055847,5,Myeloid
1.0029409,6.399712,13,Vessel
2.544345,5.0554576,9,CD4 T cells
4.035202,4.732845,7,CD4 T cells
-0.7622191,4.1692257,5,Myeloid
2.1531868,4.67739,7,CD8 T cells
2.3114061,11.000357,4,other
2.05893,2.6102836,17,CD4 T cells
-0.66023755,8.411897,12,Vessel
-0.6566361,7.5756493,12,Vessel
2.9298065,3.2466764,7,CD4 T cells
7.7869444,7.866121,1,Tumor
7.9121156,8.363339,19,Tumor
5.960196,6.531422,18,CD8 T cells
0.89788765,5.6249213,14,Myeloid
3.5249305,4.3949127,7,Tumor
2.9163568,5.265791,18,CD4 T cells
2.4139202,2.9438071,0,CD4 T cells
-1.1902032,6.6436796,2,Vessel
3.2527792,10.893345,4,Fibroblasts
2.4145088,9.281064,6,Fibroblasts
0.6973531,2.9217496,5,B cells
1.3838418,6.062819,13,Vessel
3.803014,8.440023,6,other
2.8478956,9.342941,6,Fibroblasts
8.842476,6.3754444,1,Tumor
10.5916195,6.3578186,10,Tumor
9.444639,6.6833873,10,Tumor
5.5916147,11.637604,8,Tumor
4.046633,3.419736,7,CD4 T cells
3.654238,7.8233895,16,other
1.3556224,7.4496484,6,other
-0.85466766,3.833676,5,Myeloid
2.4729495,3.3224163,17,CD4 T cells
3.9339397,10.584368,15,Fibroblasts
4.258421,9.362028,6,other
4.0691776,6.2446547,16,Myeloid
7.659919,7.7184844,1,Tumor
1.5780942,7.5326467,11,Vessel
6.296978,8.989049,15,Tumor
4.0361915,7.132081,16,CD4 T cells
5.6476455,11.952897,18,Vessel
2.3337615,11.086503,4,other
1.3755171,9.567102,3,Vessel
8.094955,8.532001,11,Tumor
2.8338802,6.0835657,13,CD8 T cells
2.0985065,9.637862,3,Fibroblasts
2.1500719,7.385058,6,Vessel
2.8654773,9.003604,16,Fibroblasts
4.0613933,9.802557,8,Vessel
3.3577135,7.844332,16,Fibroblasts
2.596024,2.5106502,17,CD4 T cells
-0.33409896,6.07282,2,CD8 T cells
8.322224,6.3211884,10,Tumor
3.1107795,10.857492,4,Fibroblasts
1.9895747,3.796345,17,Vessel
0.8746815,4.5665593,9,Myeloid
4.4019175,9.401461,8,Tumor
1.5067264,5.1069527,13,CD4 T cells
7.184189,8.854799,19,Tumor
7.781755,8.221534,19,Tumor
1.1538055,2.8855317,9,Myeloid
2.9927437,7.5671773,16,Fibroblasts
6.9590435,7.8553815,11,Tumor
3.4052835,2.1202774,17,B cells
-0.007984054,8.810926,12,Vessel
2.054763,8.704598,3,Fibroblasts
7.721127,8.864834,19,Tumor
2.7484467,7.2374334,13,Vessel
-0.112528704,4.04125,5,Myeloid
-1.2357613,4.5976067,5,Vessel
1.3449053,7.103648,13,Vessel
2.4603374,3.713432,7,Tumor
-1.1087658,3.9117522,5,B cells
5.5663795,11.28696,8,Vessel
-1.0782102,8.596054,12,Vessel
2.024113,2.6902792,0,Vessel
1.0975765,8.451939,19,Vessel
2.05092,8.593783,6,Vessel
7.4634447,8.605835,19,Tumor
3.9794514,3.9106827,7,CD8 T cells
7.355959,8.3762455,19,Tumor
2.455488,3.1903272,17,Vessel
2.5011175,8.043371,6,Fibroblasts
10.004078,7.2638006,10,Tumor
8.262186,6.4324336,10,Tumor
2.7827332,7.194593,13,Fibroblasts
9.815724,7.8078523,10,Tumor
2.7221153,10.8695135,4,other
8.575334,7.4516654,1,Tumor
3.25943,9.63185,6,Fibroblasts
3.3720312,3.336231,7,CD8 T cells
7.295361,8.1241455,19,Tumor
2.9526834,6.179135,13,Tumor
5.903806,8.545998,15,Tumor
9.512483,6.082904,10,Tumor
2.2030795,7.5019245,13,Tumor
1.1180365,3.0602477,9,Myeloid
1.8429348,8.87773,6,Vessel
8.694364,8.143774,1,Tumor
0.95902497,7.1926107,3,CD4 T cells
2.1308942,4.8351855,0,CD4 T cells
2.2939172,8.483532,6,Fibroblasts
2.0517642,2.742827,17,CD8 T cells
-0.21301594,6.934622,2,Vessel
3.1478996,7.371315,16,Vessel
6.155307,9.970179,8,Tumor
3.6412573,6.551046,16,Fibroblasts
0.5261519,6.63645,14,Myeloid
1.3023357,3.1116338,9,CD4 T cells
2.9218905,2.3112376,17,CD8 T cells
1.1808265,8.3746605,3,Vessel
4.7297316,9.008301,18,Fibroblasts
0.017694015,5.7401824,14,Fibroblasts
3.0806122,9.453772,4,Fibroblasts
3.4467847,5.8730006,18,CD8 T cells
3.5142717,8.221618,6,other
2.5946229,9.096274,6,other
7.901346,4.788034,10,CD8 T cells
9.720238,5.681287,10,Tumor
4.672972,11.606365,8,Fibroblasts
10.208996,6.3479724,10,Tumor
1.52539,5.528884,13,Myeloid
3.1452358,10.183987,4,Fibroblasts
1.3270056,1.8458159,17,CD4 T cells
-0.14625981,5.7218604,14,Vessel
3.6890955,3.7033594,7,B cells
0.91162187,3.9802186,0,Vessel
-0.98531395,4.118427,5,Tumor
-0.4529139,5.480754,2,B cells
5.2954454,9.006171,15,Tumor
2.2455106,7.156888,13,Myeloid
6.4422793,10.402546,8,Tumor
7.387273,8.08579,19,Tumor
-0.49927852,9.023933,12,Vessel
4.957059,8.628965,15,Tumor
6.813773,8.285938,15,Tumor
1.8140788,10.845804,4,Tumor
-1.1455069,4.388307,5,Myeloid
3.254034,6.7181063,16,CD4 T cells
0.41539928,4.401028,5,B cells
6.4167376,7.4114704,13,Tumor
2.6992803,4.1056414,0,B cells
7.764863,6.6053424,1,Tumor
6.347329,9.380751,15,Tumor
9.288813,6.409954,1,Tumor
1.9733789,1.7330714,17,Tumor
1.5829475,5.669862,9,Myeloid
6.846233,5.487195,9,Tumor
8.7251215,5.1540785,10,Tumor
2.6201868,7.8893647,16,Tumor
6.029589,10.73575,8,CD8 T cells
8.73175,6.2936,1,Tumor
9.984786,7.395906,10,Tumor
3.6484225,2.0472863,7,CD8 T cells
3.5020463,10.108427,4,other
4.0056257,4.4386253,7,CD8 T cells
6.5432024,8.494495,15,Tumor
2.7083046,11.227479,4,Fibroblasts
6.917134,5.6441073,9,Tumor
1.0521083,6.794101,13,Vessel
0.82140285,2.6715002,9,Myeloid
0.8152639,5.4653335,0,Vessel
9.227952,7.757798,11,Tumor
6.4549456,10.840451,8,Tumor
-0.5098301,3.687917,5,B cells
4.4807496,4.054056,7,CD8 T cells
0.05103087,4.6596127,13,other
2.0380273,10.277898,4,Myeloid
2.9872994,1.7899096,17,CD4 T cells
9.478096,7.5986314,10,Tumor
2.2887642,9.9870825,4,Vessel
7.2687864,8.883372,15,Tumor
6.188229,10.633483,8,Tumor
5.928097,6.466179,13,Tumor
-0.95373696,6.0733595,2,Vessel
3.9857223,3.3190534,7,CD8 T cells
2.493912,6.7261243,13,Tumor
5.531602,8.862387,15,Tumor
8.793396,4.9715166,10,Tumor
2.0804777,6.625277,13,Fibroblasts
8.829101,7.1625795,10,Tumor
4.303898,5.789181,16,CD8 T cells
0.5417189,5.23991,13,CD4 T cells
9.160126,8.522018,11,Tumor
4.128659,4.80134,7,CD4 T cells
8.961019,5.4843817,10,Tumor
2.4300451,10.215636,4,Fibroblasts
1.7021612,2.3450136,17,B cells
3.5023503,5.379394,13,CD8 T cells
2.8391688,10.339544,4,Vessel
9.059969,8.07488,11,Tumor
8.91732,5.144434,10,Tumor
9.675067,5.7449408,10,Tumor
-1.5906135,7.30784,2,Vessel
5.065327,10.642175,8,Vessel
4.307055,5.9127254,16,CD8 T cells
-0.7103657,6.039843,2,Vessel
3.8708518,9.627754,6,other
-0.072093055,5.2316604,13,Vessel
9.030027,7.802642,10,Tumor
3.0055714,8.008446,13,other
2.8620436,6.240773,13,CD4 T cells
5.624892,5.6656013,14,Tumor
3.8466182,5.826944,16,other
2.7587876,9.737434,6,Fibroblasts
3.3968606,3.7200854,7,CD4 T cells
8.101747,6.693094,1,Tumor
-0.87377656,5.0507197,5,Vessel
1.732581,3.044731,9,Myeloid
7.115872,7.3795137,1,Tumor
-0.64690995,3.8223238,5,Myeloid
0.75202376,6.9175663,13,Vessel
2.7844253,9.900367,4,Vessel
5.982495,8.2979555,15,Tumor
2.193614,10.533424,4,Fibroblasts
6.262583,6.5807734,13,CD8 T cells
7.4369354,5.23442,0,Tumor
1.7580628,8.488221,6,Fibroblasts
0.8825912,5.1659403,0,Vessel
0.85598046,3.7559516,0,Vessel
6.7512503,9.042456,19,Tumor
7.6868615,7.113708,11,CD8 T cells
1.659268,4.279408,9,CD4 T cells
1.7732809,8.734258,3,other
2.6918182,2.633817,17,B cells
8.77881,6.6563134,10,Tumor
4.10433,7.5054765,16,other
2.4626565,11.199389,4,Fibroblasts
-1.3532411,8.524115,12,Vessel
1.378122,9.434806,4,Fibroblasts
0.26453948,8.731311,3,other
0.12060685,8.328621,12,Fibroblasts
1.633709,4.1860404,9,Vessel
