umap1,umap2,cluster,label
2.879612,5.728967,13,B cells
-1.1324456,5.0372744,5,Vessel
1.1912165,3.7594836,0,Vessel
2.6370773,7.0509796,6,Fibroblasts
2.0876176,3.8553483,9,Tumor
2.2594101,8.229805,6,Vessel
5.0823083,10.056098,18,CD4 T cells
2.1667075,10.432594,4,Fibroblasts
6.0335555,4.8655415,7,CD8 T cells
0.43749034,3.9912055,0,Myeloid
3.7884698,4.873572,7,CD4 T cells
5.607007,11.291764,8,Fibroblasts
0.9731518,2.6288664,5,B cells
2.391051,9.491889,6,Fibroblasts
-0.44253072,7.9891167,12,Vessel
2.385478,8.303171,3,other
0.5553777,4.9980903,13,Myeloid
3.7231593,6.45066,16,other
6.302144,10.388675,8,Tumor
8.259704,8.736749,11,Tumor
3.3398821,4.346139,7,CD4 T cells
1.2618605,2.7799313,9,Myeloid
2.3485312,9.3553095,3,Vessel
3.0274522,9.491833,6,Fibroblasts
1.2645375,3.969552,0,Vessel
0.4953968,5.177211,13,Myeloid
3.5843952,7.6700015,16,Fibroblasts
7.0574512,9.0169935,15,Tumor
3.1820395,8.380604,6,Vessel
2.907243,7.976946,16,CD4 T cells
1.855736,9.852024,3,Fibroblasts
1.0784339,6.9176426,13,Fibroblasts
2.6083562,2.7632947,17,CD4 T cells
1.3533379,8.375811,15,Fibroblasts
1.7372988,5.582163,9,Vessel
1.0738243,2.8419094,9,Myeloid
1.0763606,8.913676,3,Vessel
2.1256166,9.91689,4,Tumor
2.9522128,3.2132974,7,CD4 T cells
1.9981891,8.912004,6,Fibroblasts
8.870847,6.4993105,1,Tumor
3.1634202,5.0854874,7,CD8 T cells
1.6540277,2.1968374,17,B cells
8.973431,5.992005,10,Tumor
2.865677,10.43422,4,Fibroblasts
1.4696783,7.7775097,6,Vessel
-0.21537068,9.609704,8,Fibroblasts
-1.2823449,8.1816635,12,Vessel
4.3031974,4.183555,7,CD8 T cells
3.1104972,6.541638,16,CD4 T cells
-0.6362709,4.2661753,5,CD4 T cells
0.6186161,4.5842853,0,Myeloid
8.556867,6.663452,1,Tumor
1.4235184,6.4063625,13,Vessel
0.53454685,4.3297153,0,CD4 T cells
-1.347311,5.453917,5,Vessel
-0.43458003,7.4360285,12,Vessel
3.0519278,5.031187,7,CD4 T cells
2.7580051,8.504863,6,other
-0.16221091,6.5397043,0,Vessel
0.65858895,4.226669,0,CD4 T cells
9.041342,5.709605,1,Tumor
0.67786294,7.7891545,13,Vessel
7.399228,9.312728,15,Tumor
5.6489263,11.035623,8,other
3.5375395,7.4352036,16,other
2.7627485,2.926179,17,CD8 T cells
0.9757644,8.333684,6,other
1.8705996,7.52103,6,other
2.3375144,1.987719,17,CD4 T cells
-0.7821467,8.322365,12,Vessel
5.6843677,9.53206,11,other
4.727036,6.600692,16,Tumor
8.601366,6.4669633,10,Tumor
1.7145779,5.1307154,9,Vessel
3.7842937,7.6560183,6,CD8 T cells
1.5399934,4.1755996,9,Myeloid
7.051206,7.8171153,1,Tumor
2.3301084,7.916709,6,Fibroblasts
4.0293717,4.9373965,18,Vessel
9.146987,7.2356176,10,Tumor
1.8032955,5.864763,13,Myeloid
-1.0841753,4.080195,5,Myeloid
1.2304665,9.511196,3,other
6.3862243,7.9109507,15,Tumor
-1.4889,7.078047,2,Vessel
1.8378516,9.440882,3,Vessel
2.4376705,7.890269,6,B cells
1.4252977,3.9314094,9,Tumor
8.441994,8.601351,11,Tumor
-1.4290655,7.7072787,12,Vessel
0.65228564,5.544575,14,CD8 T cells
3.387537,10.022144,4,Fibroblasts
1.4630342,8.17444,16,other
1.103537,9.590453,3,Fibroblasts
3.3393874,10.009916,6,Vessel
3.2925196,9.560954,6,other
-0.74063367,4.1407733,5,Myeloid
2.0238285,2.02019,17,CD4 T cells
6.736192,5.75899,9,Tumor
-0.7780129,8.343732,12,Vessel
3.090491,5.291028,16,Vessel
3.0655441,3.749807,7,CD4 T cells
9.628819,5.5861917,10,Tumor
3.1012383,3.7274644,7,CD4 T cells
9.500106,6.3029003,10,Tumor
7.286888,8.176221,19,Tumor
6.3320804,10.778003,8,Tumor
3.1765969,10.816019,4,Tumor
2.5338588,8.544331,6,CD4 T cells
2.9905703,8.181906,16,Fibroblasts
3.5129638,4.7502036,7,CD8 T cells
6.662121,10.378485,8,Tumor
7.7487745,7.7857594,1,Tumor
1.0992719,6.13112,9,CD4 T cells
6.2037354,10.4110775,8,Tumor
1.6777405,6.110738,13,Vessel
1.9726369,9.236018,3,CD4 T cells
3.364532,2.2842226,17,CD4 T cells
6.6268597,7.0405655,11,Tumor
2.0773025,10.456954,4,Fibroblasts
5.5578,10.279563,8,Tumor
3.9017985,7.2329035,16,other
2.836599,1.7500474,17,B cells
4.267338,7.452669,16,CD4 T cells
6.8150496,5.816794,9,Tumor
2.8627791,9.725731,6,Fibroblasts
5.007738,10.717521,8,Fibroblasts
1.9660842,3.8159566,0,Myeloid
-1.3420256,8.215812,12,Vessel
-0.600362,4.6962996,5,Myeloid
7.8580956,8.807517,19,Tumor
1.9103909,8.543963,3,Fibroblasts
10.035013,6.323423,10,Tumor
-0.4195283,7.8496485,2,Vessel
1.6966927,8.575142,6,Fibroblasts
0.82405907,6.9338346,2,CD4 T cells
3.5857272,9.392088,6,other
10.574044,5.8091207,10,Tumor
2.621966,7.3129306,13,Fibroblasts
1.9149208,8.519808,6,Fibroblasts
3.1028419,8.794402,6,Fibroblasts
7.7979474,6.007192,10,Tumor
-0.434818,6.546928,2,CD8 T cells
-0.89008373,8.07076,12,Vessel
3.8535357,5.539374,16,CD4 T cells
-1.2860141,6.2905517,2,Vessel
-0.25073254,8.274699,12,Fibroblasts
-0.39732915,7.622531,2,Vessel
6.2212815,7.912144,1,Tumor
7.5477805,7.863772,19,Tumor
7.106965,8.806576,19,Tumor
-1.2844232,5.1152053,5,Vessel
6.824031,7.9796495,1,Tumor
0.20062831,4.557442,14,CD4 T cells
6.61957,8.226668,15,Tumor
4.6463327,4.654123,7,CD8 T cells
5.240048,11.881274,8,CD4 T cells
1.3823348,3.456123,0,Vessel
5.8032246,6.949365,15,Tumor
3.122783,3.4928343,7,B cells
2.6990297,9.492548,6,Fibroblasts
-0.5384872,4.4994354,5,Myeloid
6.6374803,7.457542,1,Tumor
1.6067431,5.0190735,9,Vessel
3.0338864,7.1101346,16,Myeloid
1.4551392,1.8382912,17,Myeloid
8.095637,5.996241,10,Tumor
2.3938138,4.5987787,7,CD8 T cells
2.556598,2.4982018,17,CD4 T cells
0.65851635,5.760415,0,Fibroblasts
8.777103,7.60995,10,Tumor
4.2372026,6.7626057,16,CD8 T cells
1.1935087,7.2057533,13,Vessel
0.68832004,8.429921,6,other
7.050956,8.137967,19,Tumor
4.136617,8.405604,6,other
2.2577727,5.6561556,13,CD4 T cells
1.5299274,4.778529,9,Vessel
0.78621763,9.095998,3,Fibroblasts
2.2900484,5.383144,13,Myeloid
3.5178006,7.867537,16,Fibroblasts
10.164699,6.5755224,10,Tumor
7.387802,7.5703483,19,Tumor
8.985005,7.817276,11,Tumor
6.069508,6.4612694,11,Myeloid
4.1480184,7.1354365,16,CD8 T cells
2.3749607,3.6679142,0,CD8 T cells
0.6378899,7.1224847,11,Vessel
2.8170204,5.0054655,13,B cells
-0.6302149,8.42511,12,Vessel
-0.55245626,9.380165,12,Vessel
8.138497,8.359783,11,Tumor
9.172387,5.6115236,10,Tumor
8.746712,7.622829,1,Tumor
2.4512613,7.5732493,13,Fibroblasts
4.083131,11.356136,4,Tumor
7.1765943,6.432924,1,Tumor
-1.3890423,8.161442,12,Vessel
6.5012403,6.345375,9,Tumor
6.0927725,10.959055,8,Tumor
2.3734052,2.3918784,17,B cells
1.9630159,8.930953,3,Fibroblasts
1.5907534,3.6008463,0,CD4 T cells
0.30567992,9.483808,3,other
3.510027,4.3154497,7,CD4 T cells
6.7621045,8.5479145,15,Tumor
2.5379796,7.9718127,6,Myeloid
-0.99088013,4.0356507,5,Myeloid
3.6301813,9.406748,4,other
2.8565683,2.4875712,17,CD8 T cells
8.369483,5.3191695,10,Tumor
8.684169,7.3761334,19,Tumor
-0.826973,5.9814854,2,Vessel
2.193722,4.0259743,7,CD8 T cells
7.6184893,6.0767617,1,Tumor
3.3694925,10.397127,4,Vessel
4.6772804,9.127962,6,Tumor
0.028822767,8.324458,3,Vessel
7.861233,7.5546327,19,Tumor
1.9834008,9.070937,6,Fibroblasts
0.9079511,4.145791,0,Vessel
6.9690394,7.198574,1,Tumor
-0.9514745,6.9719973,2,Vessel
1.5568779,6.639751,13,other
2.0871258,9.17932,3,other
-1.1575476,4.0443063,5,Myeloid
-0.6464182,6.952707,2,Vessel
6.7371683,5.52073,9,Tumor
6.2009006,5.5024314,9,Tumor
4.0765076,8.917873,6,CD8 T cells
2.7138996,4.910009,13,CD8 T cells
-0.53425914,8.957158,12,Fibroblasts
6.586139,5.6177855,7,Tumor
-1.4778384,6.427667,2,Vessel
3.4400625,4.097431,7,CD8 T cells
3.380894,9.650262,4,other
7.5290885,7.3083267,1,Tumor
6.1140356,7.0163774,11,Tumor
2.4492292,11.259329,4,Fibroblasts
1.9435512,6.2596445,13,Fibroblasts
6.9170237,10.2777815,11,Tumor
7.7041545,7.8102474,1,Tumor
0.7522035,9.270637,3,Vessel
2.1738553,6.053354,18,CD4 T cells
1.4858546,3.9455354,9,Myeloid
0.9559736,4.6066394,0,Fibroblasts
6.764855,7.252764,2,Tumor
5.988934,8.772161,15,Tumor
-1.4938606,8.129866,12,Vessel
4.768157,10.684188,8,Fibroblasts
0.074132085,4.9884634,14,Myeloid
7.9613757,8.0743885,19,Tumor
2.0568583,7.2876267,6,Fibroblasts
3.1006763,6.7705846,16,other
1.0094244,4.769036,0,Vessel
3.0676832,7.9655647,6,Vessel
2.9569566,6.350457,13,other
7.7482166,6.727507,11,Tumor
5.4958296,9.77104,11,Vessel
8.574078,5.301128,10,Tumor
0.2781238,5.409923,9,Myeloid
5.071348,10.749275,8,other
8.885418,5.383828,10,Tumor
3.035239,7.8991127,6,Vessel
5.942545,8.266607,19,Tumor
7.133674,5.4633613,7,CD8 T cells
2.8367488,6.258268,16,Vessel
3.751623,5.327288,7,CD4 T cells
0.990844,3.9183445,0,Vessel
3.0199285,4.250753,7,CD4 T cells
0.16150469,6.301754,14,Vessel
8.45922,7.9540625,19,Tumor
-1.1657082,6.664585,2,Vessel
-1.7708334,5.6258745,5,Vessel
-1.9162102,7.7565727,12,Vessel
1.4625661,6.822833,16,CD8 T cells
5.689399,11.1061945,8,other
3.4056795,10.173555,6,Fibroblasts
2.8739364,7.644349,16,Myeloid
4.0141892,3.8995035,7,B cells
1.8580724,1.7185996,17,CD8 T cells
3.4397748,2.3229547,17,CD8 T cells
8.477389,7.3452477,1,Tumor
3.118946,10.000957,4,Fibroblasts
2.809218,9.247104,6,Fibroblasts
-0.6768428,3.709087,5,Myeloid
0.93524784,4.212363,9,Vessel
9.168461,7.443566,10,Tumor
9.309829,6.296567,10,Tumor
6.3695693,8.470063,15,Tumor
7.4430323,4.777525,9,Tumor
2.947816,6.1341696,13,Myeloid
1.6578755,3.4484317,0,CD8 T cells
9.598647,7.6442947,10,Tumor
7.092314,7.0290055,1,Tumor
2.9328914,10.095697,4,Fibroblasts
1.497018,3.0422256,9,Myeloid
2.848468,8.297247,6,Fibroblasts
9.077117,7.759292,10,Tumor
3.8832572,8.368879,6,Fibroblasts
9.9572525,7.358535,10,Tumor
2.953185,7.657224,6,other
1.104155,7.2587757,13,B cells
0.41438264,5.979772,1,Fibroblasts
3.4752963,5.914797,16,CD4 T cells
3.072292,1.5093645,17,CD4 T cells
4.3165884,6.5686846,16,other
6.523149,9.16797,15,Tumor
-0.30959862,5.2088,14,Tumor
6.5783944,10.788405,8,Tumor
1.0596457,5.950955,13,Fibroblasts
8.175563,9.173673,19,Tumor
3.6505582,4.843087,18,CD4 T cells
2.1698947,11.009273,4,Fibroblasts
4.9684315,10.706115,8,Vessel
4.2052555,7.3121433,16,CD4 T cells
0.9758655,7.532996,6,Vessel
0.21743499,3.1313548,5,CD8 T cells
2.4611812,7.8912954,6,Vessel
8.844238,7.998874,19,Tumor
4.198396,4.6020613,7,CD8 T cells
5.915593,7.517117,6,Tumor
1.7760335,2.237894,17,Myeloid
-0.1989263,5.8500957,14,CD4 T cells
3.1510863,4.9602,13,CD8 T cells
3.0629048,3.3466053,7,CD8 T cells
0.92060816,2.9305315,9,Myeloid
2.3546746,2.6352785,0,B cells
-0.0854109,8.127333,12,Vessel
1.0552489,2.7506502,0,B cells
7.7362356,8.461082,19,Tumor
9.016745,7.956133,10,Tumor
1.3169577,3.533559,9,Myeloid
5.0986266,10.441738,8,Myeloid
-0.76400006,6.6808524,2,Vessel
1.5267913,6.522738,13,CD4 T cells
2.6267283,3.5325947,7,CD8 T cells
1.7891881,4.9998484,14,CD4 T cells
7.6553593,4.821876,10,Tumor
3.8984277,7.2495112,16,other
6.995659,5.7441163,9,Myeloid
6.875826,7.891056,19,Tumor
2.2253754,7.6686406,3,Tumor
3.0454018,6.9490314,16,CD4 T cells
1.7866251,6.5592813,13,Myeloid
6.2681775,8.862788,15,Vessel
2.331042,8.728544,3,Tumor
2.4396992,1.8487421,17,CD4 T cells
3.1994567,10.181686,4,Fibroblasts
3.7048767,5.305228,7,CD4 T cells
2.7452443,6.522747,13,Vessel
1.8204532,4.668059,9,CD4 T cells
8.269737,6.2579055,10,Tumor
8.816733,5.205597,10,Tumor
4.637575,8.105594,6,Vessel
6.024257,11.823191,8,Tumor
8.890909,6.923356,10,Tumor
3.6835382,7.0175467,16,other
8.267767,7.4664893,19,Tumor
1.3926722,8.478101,3,Vessel
0.8977394,4.0161977,0,Vessel
3.8857312,9.841096,15,Fibroblasts
-1.7464254,8.163009,12,Vessel
8.278802,5.342562,10,Tumor
2.529775,10.98068,4,Fibroblasts
1.9242996,5.168788,2,Myeloid
0.4798561,5.469859,13,Myeloid
-0.6063925,4.579452,5,Myeloid
1.7245196,5.5735693,2,CD4 T cells
2.408121,2.4536881,17,CD8 T cells
2.4035265,3.5375874,7,CD8 T cells
6.3176374,8.761331,15,Tumor
4.388617,6.7285333,16,Vessel
1.5220286,5.0166783,13,CD4 T cells
2.0508516,2.1894743,17,CD4 T cells
6.3197913,6.858525,13,Tumor
3.8064349,9.5297365,6,Fibroblasts
9.019805,6.6268396,10,Tumor
10.017917,5.846852,10,Tumor
2.0642383,6.2990036,13,Myeloid
9.078899,5.886166,10,Tumor
2.4094856,2.5784442,17,B cells
6.3712363,9.060509,15,Tumor
2.9848893,4.5638375,7,CD8 T cells
4.1789546,3.494657,7,CD8 T cells
9.731669,5.6629324,10,Tumor
1.0203148,6.9863577,14,Myeloid
6.34481,7.251783,1,Tumor
2.6278684,5.5904365,13,CD4 T cells
7.1887703,6.7958694,13,Tumor
6.675941,9.528869,15,Tumor
6.3171096,11.617092,11,Tumor
7.052162,8.831631,11,Tumor
3.1134286,10.350605,4,Fibroblasts
2.6412888,8.613373,16,Fibroblasts
9.645173,5.383378,10,Tumor
-1.7821972,7.09767,2,Vessel
2.6258843,6.52271,13,other
1.5349028,4.327021,9,Myeloid
9.17113,5.9900856,1,Tumor
1.3534654,4.0082164,0,CD4 T cells
2.243766,5.448752,7,CD4 T cells
4.1539245,5.6821203,7,CD4 T cells
7.630752,4.82458,17,Tumor
2.7314055,10.275234,4,Vessel
3.2143822,10.108152,4,Tumor
9.57165,5.147917,10,Tumor
8.448839,7.843129,19,Tumor
-0.09905163,6.3112392,2,Vessel
0.509357,8.8348875,3,other
6.767139,8.159115,15,Tumor
9.770506,5.240744,10,Tumor
2.4730873,10.909311,4,other
2.4845088,2.3248246,17,CD4 T cells
5.9613476,8.7322235,15,Fibroblasts
4.000563,7.348589,13,other
3.354505,8.926832,16,other
4.1725707,6.396637,16,CD8 T cells
0.76514256,2.5103924,17,Myeloid
6.558199,6.944759,1,Tumor
1.82044,7.285106,6,Vessel
9.771013,7.483908,10,Tumor
1.4171749,4.5751038,9,Myeloid
4.6252637,9.189059,4,other
3.9760175,6.5750885,16,CD4 T cells
1.0041963,3.6756666,0,Vessel
4.1409383,4.783648,7,CD4 T cells
3.5938444,8.940971,6,other
3.3302276,8.507865,6,Vessel
9.120215,5.3314295,10,Tumor
5.4204855,6.7599163,13,Tumor
8.440005,5.9870987,10,Tumor
-1.7062652,7.154306,2,Vessel
4.221061,8.356597,6,other
7.9264183,8.022148,11,Tumor
2.317965,7.444261,13,Myeloid
3.1003702,1.6237867,17,CD8 T cells
8.516136,5.364391,10,Tumor
2.2411568,5.4530497,9,Myeloid
2.6552389,2.3279848,17,CD4 T cells
4.165787,5.994226,16,CD8 T cells
-1.2095485,7.0364366,2,Vessel
9.317907,8.490291,11,Tumor
8.894345,5.496329,10,Tumor
1.4423391,6.403641,13,Vessel
3.180385,4.0099993,7,CD8 T cells
0.56249523,5.610681,14,CD8 T cells
-0.12583753,7.9838443,3,Vessel
2.0303254,2.2855875,17,CD8 T cells
6.4804287,7.4197545,13,Tumor
6.8009386,4.8295608,18,CD8 T cells
-1.0650415,8.587988,12,Vessel
4.3917313,7.4298916,16,other
1.3835123,7.4459586,14,other
0.55071753,6.715573,2,Vessel
2.1149268,7.619349,18,CD4 T cells
2.0416903,4.774892,9,Tumor
2.2722669,9.3844,3,other
7.3995576,8.293526,11,Tumor
6.061638,9.595137,15,Tumor
9.558749,6.5156116,10,Tumor
-0.5750887,4.7524753,5,Vessel
3.6843312,7.32877,16,other
6.0013046,7.53312,15,Tumor
7.0300746,8.967851,19,Tumor
9.434248,8.127149,11,Tumor
2.6820595,4.8881516,13,CD4 T cells
1.243927,7.2740574,13,other
4.825487,10.954231,8,Fibroblasts
4.1784253,4.188129,18,CD8 T cells
7.8670316,7.6319156,1,Tumor
2.2812543,6.998325,13,Fibroblasts
7.935608,8.211772,11,Tumor
4.1060953,4.180778,7,CD4 T cells
6.123425,9.727346,15,Tumor
5.652921,8.91451,15,Tumor
5.650371,9.006475,15,Tumor
-0.095926255,7.955754,12,CD4 T cells
3.1747422,7.7755256,16,Fibroblasts
-0.60456306,8.602948,12,Vessel
0.59231687,8.620983,6,other
5.781709,11.93503,8,Tumor
3.4720614,8.121876,16,Fibroblasts
1.3382055,3.3564289,0,Vessel
2.9411795,2.3391428,17,CD4 T cells
3.2986536,7.2029004,16,CD4 T cells
-1.1523125,6.289575,2,Vessel
3.483325,4.1935077,7,Vessel
-1.1050115,4.0798764,5,Myeloid
2.371603,10.565186,4,Fibroblasts
-0.71664417,4.561981,5,CD4 T cells
8.989681,5.5983706,10,Tumor
4.475317,4.346056,7,CD8 T cells
9.368864,5.660945,10,Tumor
1.2356989,3.7648604,0,Vessel
-0.7066911,3.5487208,5,CD4 T cells
9.95445,6.7537413,10,Tumor
3.0655632,8.631798,6,Fibroblasts
8.248009,6.210545,1,Tumor
6.906271,10.314343,11,Tumor
3.4665785,8.533729,6,Fibroblasts
2.190407,7.85824,11,Myeloid
1.6190413,3.265044,0,CD4 T cells
6.234824,8.489875,15,Tumor
4.634022,5.7008085,18,CD8 T cells
0.7911268,5.080727,13,Myeloid
7.916779,8.152369,19,Tumor
7.332637,7.622041,11,Tumor
3.4648194,2.480731,7,CD4 T cells
1.41694,6.541407,13,Vessel
6.399567,8.099811,19,Tumor
2.674817,10.679001,4,Fibroblasts
0.753165,6.117243,14,Vessel
1.1504683,8.043718,6,CD8 T cells
3.7222342,4.8532705,7,Tumor
5.6961102,9.122728,15,Tumor
3.8616767,6.7085133,16,CD4 T cells
1.7613716,8.238337,6,Vessel
4.4565425,5.9431915,16,CD4 T cells
1.5611326,7.523986,11,Vessel
8.083731,6.8865113,1,Tumor
1.416647,9.001474,3,Vessel
5.9879785,6.681809,9,Myeloid
-0.17783685,7.0455456,2,Vessel
3.1117651,10.427661,4,Fibroblasts
2.0371597,5.4296384,13,Myeloid
8.258963,8.189884,19,Tumor
4.271802,7.607511,16,Myeloid
7.917799,7.407478,1,Tumor
2.0246131,10.084803,3,Fibroblasts
2.7987447,2.2397645,17,CD8 T cells
0.8654061,2.5173433,5,B cells
1.3046371,7.2579684,13,Vessel
-1.1799849,8.121618,12,Vessel
4.630199,10.8785925,8,Fibroblasts
2.0429344,10.809605,4,other
7.660973,6.428893,1,Tumor
1.5630642,7.3093123,3,Myeloid
2.2092254,2.232913,17,B cells
-0.4791131,5.4986496,2,CD4 T cells
1.1456912,8.892452,3,Vessel
-0.16120249,4.062556,7,CD8 T cells
2.9111571,3.012117,17,Myeloid
2.257491,4.30323,0,Myeloid
2.9395278,4.023971,7,Myeloid
9.43042,5.3393173,10,Tumor
1.863174,10.7599535,4,Fibroblasts
2.8853023,10.865377,4,Fibroblasts
2.7170439,11.056739,4,Fibroblasts
2.6508026,5.146368,13,Tumor
7.18151,4.851603,0,CD8 T cells
6.218476,10.746642,8,Tumor
-1.0695037,3.9823782,5,Myeloid
3.8092563,7.2652016,16,CD4 T cells
9.094313,7.2374263,10,Tumor
4.922736,10.62799,8,Vessel
1.8908724,9.355758,3,Fibroblasts
10.350336,5.744715,10,Tumor
4.636787,6.184103,16,CD4 T cells
3.0975652,7.6038938,16,other
6.877167,9.011406,11,Tumor
5.3587976,9.874485,15,other
-0.793713,3.4779568,5,Myeloid
7.2965302,7.946566,19,Tumor
1.0974312,3.1977704,9,Myeloid
-1.6542655,7.784069,12,Vessel
8.091366,8.613813,11,Tumor
4.629496,11.356731,8,Fibroblasts
8.553355,4.9207807,10,Tumor
2.1406164,6.421221,13,Myeloid
1.8248092,5.3019567,9,CD4 T cells
3.2157362,1.990908,17,CD4 T cells
3.5368662,9.571184,6,Tumor
9.376732,8.278748,11,Tumor
2.0890965,10.440122,4,other
-1.0048282,7.865193,12,Vessel
6.8155837,10.649037,8,Tumor
7.842855,6.1888695,1,CD8 T cells
1.352107,3.197617,0,Vessel
9.054083,6.6428876,10,Tumor
-0.64467704,5.103753,14,Tumor
2.197201,6.3438773,13,CD4 T cells
2.3574595,6.1766386,13,CD4 T cells
7.8144703,7.1174808,19,Tumor
2.196483,4.6141515,9,Myeloid
5.9058237,11.227107,18,CD8 T cells
0.91698784,6.4922323,13,Myeloid
3.191213,9.926799,8,Fibroblasts
3.1793046,6.6468825,16,other
-0.45118386,6.7761464,2,Vessel
-1.959874,8.20765,12,Vessel
0.4618609,4.584623,9,Myeloid
2.9571652,10.556061,4,Fibroblasts
-1.0359236,9.052311,12,Vessel
-0.6480451,7.0251374,2,Vessel
2.1609166,4.674063,0,Myeloid
2.7052877,7.2053604,6,other
1.3033502,6.741725,13,Vessel
-0.7707234,8.521548,12,Tumor
8.871558,6.6099234,10,Tumor
4.101079,7.8117776,16,other
2.6244457,1.4538155,17,B cells
7.4345818,8.671187,19,Tumor
-0.16641842,8.78864,12,Vessel
1.4657,7.319054,8,Fibroblasts
6.9933686,7.5285134,11,Tumor
6.078239,9.846005,15,Tumor
8.346901,7.8537,11,Tumor
5.723569,11.265367,8,Fibroblasts
2.6107125,3.9880583,9,CD4 T cells
2.0003355,8.178416,3,Fibroblasts
0.20128135,6.3734813,2,Tumor
0.3249384,6.013588,14,Myeloid
3.1741824,8.508416,6,Fibroblasts
10.037147,6.4591484,10,Tumor
0.42525196,7.431086,3,Tumor
3.5628185,8.701194,6,B cells
4.355757,6.291309,16,CD8 T cells
1.3577796,5.481949,13,Myeloid
0.062312137,8.584715,3,Vessel
2.6042073,1.5885737,17,B cells
2.520184,9.799283,3,Fibroblasts
2.2435884,8.037053,6,other
-0.893633,4.364861,5,Myeloid
8.266293,7.0674286,1,Tumor
1.1123649,3.9270148,0,Vessel
3.698787,4.3661723,7,CD8 T cells
3.672702,8.709984,6,Vessel
8.967436,6.7604117,10,Tumor
2.7442563,11.2723465,4,Fibroblasts
3.3431067,7.9600716,16,Fibroblasts
2.2273364,7.642072,6,Fibroblasts
1.547048,3.0188596,0,CD4 T cells
1.4489638,9.23092,15,Vessel
0.91385984,6.1049614,14,Myeloid
3.045817,8.280737,6,other
8.772106,6.4991755,10,Tumor
8.269947,6.7176228,1,Tumor
4.897383,10.424954,18,Myeloid
2.6768723,7.022008,6,Vessel
-0.45825052,6.233701,2,Vessel
2.237513,7.2527885,13,CD4 T cells
8.418573,7.9724746,19,Tumor
0.69584835,6.945284,13,CD8 T cells
3.8142931,9.744483,15,Tumor
5.827605,9.399558,15,Tumor
-1.316361,6.558088,2,Vessel
2.4597723,10.795741,4,other
7.3240323,8.705634,11,Tumor
-1.2327783,5.000306,5,Vessel
3.8726108,8.871177,6,other
2.4583929,8.258359,18,CD4 T cells
7.2041993,7.5308037,1,Tumor
6.6096783,9.017086,15,Tumor
1.5558044,2.6318743,0,CD8 T cells
0.42984426,8.872222,12,Vessel
0.16115443,5.4640265,13,Vessel
1.3672699,3.9850292,9,Myeloid
8.993726,5.3937182,1,Tumor
2.5459652,7.8325124,6,Fibroblasts
-1.6475472,6.7469964,2,Vessel
3.4659293,2.974537,17,B cells
0.904989,5.291484,0,Vessel
5.1648607,8.940613,15,other
-1.7385479,7.211034,2,Vessel
2.74428,5.4803853,13,CD4 T cells
2.3335865,7.486755,6,Myeloid
0.57043487,6.711748,13,CD4 T cells
8.154931,7.8193917,19,Tumor
0.9770093,7.2537527,8,Fibroblasts
-0.28644282,3.5593266,5,CD4 T cells
3.7784188,4.132299,7,CD4 T cells
2.2671854,7.9500265,6,CD4 T cells
-0.9114225,7.4225,2,Vessel
-1.167753,7.6356373,2,Vessel
-0.74207795,5.241651,2,Vessel
-0.1710662,8.69478,12,Vessel
9.561661,5.138865,10,Tumor
7.438556,7.7005987,11,Tumor
6.0448565,8.546575,19,Vessel
8.9378605,7.039938,10,Tumor
-0.4540052,7.165462,2,Vessel
1.7332052,7.7973742,6,Vessel
4.9903116,9.880096,18,Fibroblasts
7.6702647,6.4021745,1,CD8 T cells
6.3918624,8.60414,15,Tumor
8.245435,8.720742,11,Tumor
8.916542,6.0514646,1,Tumor
2.3063843,9.291762,4,CD4 T cells
7.534182,8.814731,19,Tumor
-0.912183,4.0894938,5,Myeloid
3.8830333,8.044429,6,other
4.044483,6.6140213,16,CD4 T cells
2.4267807,9.715592,4,Fibroblasts
2.4593627,5.89353,13,Myeloid
1.8943379,4.8142266,13,Myeloid
3.195072,3.7889214,7,Vessel
-0.274393,8.0959,12,Vessel
7.3786035,8.547053,19,Tumor
3.6614168,9.571247,6,Vessel
3.4996073,3.849097,7,CD8 T cells
2.7812839,7.5227003,6,Vessel
3.8059683,7.844857,16,CD4 T cells
6.0242867,11.564901,8,Tumor
3.3316483,8.279037,6,Vessel
0.015179574,7.049715,2,Vessel
4.985589,11.151499,18,CD4 T cells
4.3329787,9.761765,15,Tumor
1.7804902,9.937262,3,Fibroblasts
2.537148,7.3691545,6,B cells
4.6524577,4.179041,7,CD8 T cells
4.625374,8.005474,6,Vessel
2.466418,4.6437974,7,CD4 T cells
4.5635014,9.1117935,15,Tumor
1.7965335,8.950531,3,Fibroblasts
8.192327,8.449732,11,Tumor
4.0523515,10.47651,8,other
8.195098,9.370891,11,Tumor
2.6459615,9.256365,6,Vessel
1.6398734,2.7220838,0,B cells
2.4685526,2.8119504,17,B cells
2.560099,9.083367,6,Fibroblasts
3.8685224,11.520223,4,Tumor
1.9569706,1.5664718,17,CD8 T cells
0.8511562,8.249251,6,Vessel
8.850658,5.4790974,1,Tumor
1.6394956,7.260709,13,Myeloid
2.9016922,4.10746,7,CD4 T cells
1.8416,8.863359,3,Fibroblasts
4.722646,7.450656,18,Tumor
3.2534056,7.6171584,13,Vessel
3.5874295,4.4166007,7,CD4 T cells
2.6074812,7.773131,16,Vessel
2.3781636,11.366879,4,Fibroblasts
2.9551828,1.7191656,17,CD8 T cells
8.947702,7.277964,10,Tumor
